81,"In the U.K, a male surgeon is called ""Mr."", not ""Dr."", a holdover from times when these unschooled guys did most surgery",barbers,barbers,barbers,heart surgery,keratotomy,LIKE A SURGEON,11,"{""question_id"":506156,""invalid_context"":false,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""barbers,\nbarbers,\nheart surgery,\nkeratotomy.""}",2024-07-17 09:03:34,2024-07-17 09:03:34
85,"""You probably think this song is about you""",Carly Simon,Carly Simon,(Rod) Stewart,(Rod) Stewart,Ed Sheeran,THINK MUSIC,11,"{""question_id"":596718,""invalid_context"":false,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":true,""remark"":""Carly Simon,\n(Rod) Stewart,\n(Rod) Stewart,\nEd Sheeran""}",2024-07-17 09:04:21,2024-07-17 09:04:21
89,It's only 6:45 P.M. here in L.A.; I still have this many minutes to call my pal in Montreal before his 11 P.M. bedtime,75,75,22-Feb,7:00 P.M.,7:00 P.M.,"WHAT, ME HURRY?",11,"{""question_id"":507808,""invalid_context"":false,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""75,\n22-Feb,\n7:00 P.M.,\n7:00 P.M.,""}",2024-07-17 09:04:57,2024-07-17 09:04:57
93,You can recognize one by its leather apron & possessiveness of its pot of gold,leprechaun,leprechaun,lion,unicorn,lion,FANTASY,11,"{""question_id"":270024,""invalid_context"":false,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":true,""remark"":""leprechaun,\nlion,\nunicorn,\nlion,""}",2024-07-17 09:06:27,2024-07-17 09:06:27
94,"In Britten's opera ""Albert Herring"", a young man is made this springtime ""King"" because no village girl is fit to be ""Queen""",the May King,the May King,the May King,the May King,the May King,THE CURIOUS CASE OF BENJAMIN BRITTEN,11,"{""question_id"":505552,""invalid_context"":false,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":true,""remark"":""the May King,\nthe May King,\nthe May King\nthe May King,""}",2024-07-17 09:06:57,2024-07-17 09:06:57
95,"This Latin abbreviation meaning ""in the same place"" sounds like something you do on eBay",ibid,ibid,ibid,Intolerable Acts,iodine,"""I"" EXAM",11,"{""question_id"":405411,""invalid_context"":false,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":true,""remark"":""ibid,\nibid,\nIntolerable Acts,\niodine.""}",2024-07-17 09:08:49,2024-07-17 09:08:49
98,It's the 3-legged support often used by a photographer,a tripod,a tripod,triathlon,a tripod,a tripod,"""TRI"" ME",11,"{""question_id"":497597,""invalid_context"":false,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":true,""remark"":""a tripod,\ntriathlon,\na tripod,\na tripod""}",2024-07-17 09:09:45,2024-07-17 09:09:45
100,It's the room where Peter Pan visits the Darling children,the nursery,the nursery,master bedroom,a garage,the nursery,WHERE IN THE HOUSE?,11,"{""question_id"":681097,""invalid_context"":false,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":true,""remark"":""the nursery,\nmaster bedroom,\na garage,\nthe nursery""}",2024-07-17 09:10:29,2024-07-17 09:10:29
113,"This sitcom star played Timothy Hutton's mom in ""Ordinary People""",Mary Tyler Moore,Mary Tyler Moore,Sophia Loren,Mary Tyler Moore,Sophia Loren,I WANT MY MOVIE MOMMY,11,"{""question_id"":394035,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Sophia Loren,\nMary Tyler Moore,\nSophia Loren""}",2024-07-17 09:16:57,2024-07-17 09:16:57
118,"He wrote ""Torch Song Trilogy"" & got torched by aliens in ""Independence Day""",Harvey Fierstein,Harvey Fierstein,the Cave Bear,Harvey Fierstein,Harvey Fierstein,JUST WRITE,11,"{""question_id"":392008,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""the Cave Bear,\nHarvey Fierstein ,\nHarvey Fierstein""}",2024-07-17 09:18:47,2024-07-17 09:18:47
121,"1935: this all-around athlete, the first sportswoman on the box",Babe Didrikson,Babe Didrikson,Bruce Jenner,Babe Didrikson,Mary-Lou Retton,ON THE WHEATIES BOX,11,"{""question_id"":578437,""invalid_context"":false,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Bruce Jenner,\nBabe Didrikson,\nMary-Lou Retton""}",2024-07-17 09:19:05,2024-07-17 09:19:05
124,Pitcairn,United Kingdom,United Kingdom,China,the U.S.,United Kingdom,IT'S OUR ISLAND,11,"{""question_id"":372379,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""China,\nthe U.S.,\nUnited Kingdom""}",2024-07-17 09:20:23,2024-07-17 09:20:23
126,"Look ""inside"" Santa Clara, Calif. for the HQ of this computer hardware company founded in 1968",Intel,Intel,Flag Day,a retrospective,a retrospective,THE OFFICE,11,"{""question_id"":452188,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Flag Day,\na retrospective,\na retrospective""}",2024-07-17 09:20:51,2024-07-17 09:20:51
138,"In 1984, comfortably or not, Lionel Richie was ""stuck"" here","""On You""","""On You""","""On The Radio""","""On You""","""Stranger On The Shore""","""ON"" & ""OFF"" SONGS",11,"{""question_id"":176424,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""On The Radio\"" ,\n\""On Us\"",\n\""Stranger On The Shore""}",2024-07-17 09:26:02,2024-07-17 09:26:02
143,This tree is also called a buttonwood & a buttonball,a sycamore,a sycamore,Lionel Barrymore,a sycamore,Lionel Barrymore,"GIVE ME ""MORE""",11,"{""question_id"":441079,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Lionel Barrymore,\na sycamores,\nLionel Barrymore""}",2024-07-17 09:28:41,2024-07-17 09:28:41
146,"Put this letter on ""ice"" & you get gaming material that may be loaded",D (dice),D (dice),D (dice),V (vice),V (vice),ON ICE,11,"{""question_id"":328709,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""D (dice)\nV (vice)\nV (vice)""}",2024-07-17 09:29:07,2024-07-17 09:29:07
151,The prefix in this term tells you it's a course you have to take before you can take a more advanced one,a prerequisite,a prerequisite,Classics,Classics,a prerequisite,COLLEGE EDUCATION,11,"{""question_id"":472886,""invalid_context"":false,""spelling"":false,""invalid_choices"":false,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Classical,\nClassics,\na prerequisite""}",2024-07-17 09:30:02,2024-07-17 09:30:02
154,This pair of Englishmen drew the line between 1763 & 1767,Mason & Dixon,Mason & Dixon,Masters & Johnson,Mason & Dixon,Lewis & Clark,DUOS,11,"{""question_id"":460803,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Masters & Johnson\nMason& Clark\nLewis & Clark""}",2024-07-17 09:30:54,2024-07-17 09:30:54
156,"It precedes ""down"" when folks are asking you to chill out; it came after ""Dead"" in a Nicole Kidman pic",Calm,Calm,composed,composed,Armistice Day,"PEACEFUL, EASY FEELING",11,"{""question_id"":526723,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""composed,\ncomposure,\nArmistice Day""}",2024-07-17 09:31:50,2024-07-17 09:31:50
157,1895: George Selden receives the first U.S. patent for one of these conveyances,a car,a car,McClellan,a car,Susan B. Anthony,IT HAPPENED ON NOVEMBER 5,11,"{""question_id"":525950,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""McClellan,\nA motorbike, \nSusan B. Anthony,""}",2024-07-17 09:32:41,2024-07-17 09:32:41
158,"(Sarah of the Clue Crew) When your campfire is over, you should do this to it, preferably with water",douse,douse,grouse,douse,House,RHYMES WITH MOUSE,11,"{""question_id"":411512,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""grouse,\ngoose,\nHouse""}",2024-07-17 09:37:09,2024-07-17 09:37:09
159,"Founded by Cyrus the Great, this empire conquered parts of Asia, Africa & Europe",the Persian Empire,the Persian Empire,the Byzantine Empire,the Persian Empire,the Byzantine Empire,EMPIRE,11,"{""question_id"":577694,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""the Russian Empire,\nthe Peru Empire,\nthe Byzantine Empire""}",2024-07-17 09:38:52,2024-07-17 09:38:52
163,"Credits on 1935's ""The Informer"" include Francis Ford as Flynn & this director, Francis' brother",John Ford,John Ford,John Ford,Keystone Cops,Phil Silvers,FORDS ON FILM,11,"{""question_id"":381708,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""John Washington,\nKeystone Cops,\nPhil Silvers,""}",2024-07-17 09:52:22,2024-07-17 09:52:22
165,"Grow your own pet gnome, or at least its beard, with one of these planter kits from Joseph Enterprises",Chia Pets,Chia Pets,(Upton) Sinclair,(Upton) Sinclair,rubbing noses,"GNOME, SWEET GNOME",11,"{""question_id"":568477,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""(Walton) Sinclair,\n(Upton) Sinclair,\nrubbing noses.""}",2024-07-17 09:52:51,2024-07-17 09:52:51
166,The I-Pace electric SUV from this British automaker purrs like a kitten,Jaguar,Jaguar,Tesla,Tesla,carbon,"DUDE, HERE'S YOUR CAR",11,"{""question_id"":687272,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Mazda,\nTesla,\ncarbon,""}",2024-07-17 09:53:24,2024-07-17 09:53:24
167,"""Johnny's Mambo"" & ""(I've Had) The Time Of My Life""",Dirty Dancing,Dirty Dancing,Dirty Dancing,Dirty Dancing,Dirty Dancing,SONGS IN MUSICALS,11,"{""question_id"":533675,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Break Dancing\nWitty Dancing\nJolly Dancing""}",2024-07-17 09:55:01,2024-07-17 09:55:01
168,"On Music Row, see where Elvis, Dolly Parton & Charley Pride all recorded in Studio B of this ""initial"" record label",RCA,RCA,Cornelius Vanderbilt,Cornelius Vanderbilt,the Grand Ole Opry,WELCOME TO NASHVILLE,11,"{""question_id"":573324,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""Corynelius Vanderbilt,\nCornelius Vanderbilt,\nthe Grand Ole Opry,""}",2024-07-17 09:56:00,2024-07-17 09:56:00
169,According to Twain this breeds children as well as contempt,familiarity,familiarity,a frog,"""greatly exaggerated""",a frog,MARK TWAIN QUOTES,11,"{""question_id"":232584,""invalid_context"":false,""spelling"":false,""invalid_choices"":true,""inappropriate_question"":false,""invalid_category"":false,""other"":false,""remark"":""A Toad,\n\""greatly exaggerated\"",\na frog""}",2024-07-17 09:56:51,2024-07-17 09:56:51
